"abstract","pub_date","publisher","raw_body","cleaned_body"
"In a foreword to a book, he articulated the church’s position on marriage.",2025-04-28,"The New York Times","Pope Succession Advertisement Supported by In a foreword to a book, he articulated the church’s position on marriage. By Lauren Jackson Lauren Jackson spent the past year reporting on Americans’ religious beliefs. In the days since his death, Pope Francis has been called a reformer, outsider, influencer and modernizer. He was all of these things. But he was also the steward of the oldest institution in the Western world. He protected the Roman Catholic Church’s doctrine — even if he did so in his own style. That is evident in one of Francis’ last writings, which was provided to The New York Times and has not previously been published. It’s a short foreword to a book, written for young Catholics, about the church’s teachings on love and marriage. The book is from the YOUCAT Foundation (short for youth catechism, or doctrine), an organization approved by the Vatican to publish the church’s teachings in a way that young people can understand. The foundation distributes books in 70 languages around the world. In the foreword, Francis articulates the church’s position on marriage: that it is a priority, one of sacred importance, and is only between a man and a woman. He breaks no new doctrinal ground. Still, the letter illustrates who Francis was as a pope: a pragmatic and compassionate communicator who skillfully repackaged, without necessarily changing, the church’s doctrine for a modern era. (Read the full text here.) “It’s a confirmation of a legacy,” Raúl Zegarra, a professor of Catholicism at Harvard, said. “It’s really a classic text by the pope.” In his opening lines, Francis captures much of his approach to the papacy. “In my homeland of Argentina, there is a dance I love very much, one that I often participated in when I was young: the tango,” Francis, the first Latin American pope, writes. He then compares the tango, in all of its “discipline and dignity,” to marriage. “I am always touched to see young people who love each other and have the courage to transform their love into something great: ‘I want to love you until death do us part.’ What an extraordinary promise!” We are having trouble retrieving the article content. Please enable JavaScript in your browser settings. Thank you for your patience while we verify access. If you are in Reader mode please exit and log into your Times account, or subscribe for all of The Times. Thank you for your patience while we verify access. Already a subscriber? Log in. Want all of The Times? Subscribe. Advertisement","pope succession foreword book articulated church position marriage lauren jackson lauren jackson spent past year reporting americans religious beliefs days since death pope francis called reformer outsider influencer modernizer things also steward oldest institution western world protected roman catholic church doctrine even style evident one francis last writings provided new york times previously published short foreword book written young catholics church teachings love marriage book youcat foundation short youth catechism doctrine organization approved vatican publish church teachings way young people can understand foundation distributes books languages around world foreword francis articulates church position marriage priority one sacred importance man woman breaks new doctrinal ground still letter illustrates francis pope pragmatic compassionate communicator skillfully repackaged without necessarily changing church doctrine modern era read full text confirmation legacy ra l zegarra professor catholicism harvard said really classic text pope opening lines francis captures much approach papacy homeland argentina dance love much one often participated young tango francis first latin american pope writes compares tango discipline dignity marriage always touched see young people love courage transform love something great want love death us part extraordinary promise"
"An analysis by The New York Times found that schools targeted by the Trump administration have sharply increased spending on lobbying and became far more reliant on lobbyists with Republican ties.",2025-04-28,"The New York Times","Campus Crackdown Advertisement Supported by An analysis by The New York Times found that schools targeted by the Trump administration have sharply increased spending on lobbying and became far more reliant on lobbyists with Republican ties. By Steven Rich and Vimal Patel Top colleges in the cross hairs of President Trump have sharply increased their spending on lobbying, according to an analysis by The New York Times. Ten universities that have been singled out by the administration for scrutiny spent a combined $2.8 million lobbying the federal government in the first three months of 2025, which is more than those institutions spent in any quarter at least since 2008, according to the analysis. A federal task force that says it is devoted to rooting out antisemitism on campuses targeted those schools in February for investigation. One of the 10, Columbia University, more than tripled its spending on lobbying in the first quarter of 2025, compared with the same quarter last year, the analysis found. Another, Harvard University, also greatly increased its lobbying outlays, spending $230,000, compared with $130,000 in the same period last year. Lobbyists generally seek meetings with White House and Congressional staff members to discuss matters that affect the institutions they represent. Public records show that for the targeted schools, those matters in the first months of 2025 included, among other things, seeking financial aid for students, promoting the value of university research and explaining efforts to combat antisemitism. Colleges that have been accused by the Trump administration of being bastions of leftism are seeking the help of firms that are in tune with conservative sensibilities. Much of the new spending on lobbying is flowing to firms with Republican bona fides. The amount the schools spent on contracted lobbying firms increased nearly 150 percent from the first quarter of 2024 to this year. The analysis found that these schools were far more reliant on lobbyists with Republican ties than a year before. The universities singled out by the administration spent more on lobbying in the first quarter of 2025 than in any other quarter in more than a decade. Note: Includes figures for the entire University of California system. Only two of its 10 campuses are on the Trump administration’s list. Source: Lobbying Disclosure Act quarterly reports By Steven Rich We are having trouble retrieving the article content. Please enable JavaScript in your browser settings. Thank you for your patience while we verify access. If you are in Reader mode please exit and log into your Times account, or subscribe for all of The Times. Thank you for your patience while we verify access. Already a subscriber? Log in. Want all of The Times? Subscribe. Advertisement","campus crackdown analysis new york times found schools targeted trump administration sharply increased spending lobbying became far reliant lobbyists republican ties steven rich vimal patel top colleges cross hairs president trump sharply increased spending lobbying according analysis new york times ten universities singled administration scrutiny spent combined million lobbying federal government first three months institutions spent quarter least since according analysis federal task force says devoted rooting antisemitism campuses targeted schools february investigation one columbia university tripled spending lobbying first quarter compared quarter last year analysis found another harvard university also greatly increased lobbying outlays spending compared period last year lobbyists generally seek meetings white house congressional staff members discuss matters affect institutions represent public records show targeted schools matters first months included among things seeking financial aid students promoting value university research explaining efforts combat antisemitism colleges accused trump administration bastions leftism seeking help firms tune conservative sensibilities much new spending lobbying flowing firms republican bona fides amount schools spent contracted lobbying firms increased nearly percent first quarter year analysis found schools far reliant lobbyists republican ties year universities singled administration spent lobbying first quarter quarter decade note includes figures entire university california system two campuses trump administration list source lobbying disclosure act quarterly reports steven rich"
"The announcement comes as the Trump administration pressures firms to expand their U.S. manufacturing.",2025-04-28,"The New York Times","Trump Administration Advertisement Supported by The announcement comes as the Trump administration pressures firms to expand their U.S. manufacturing. By Danielle Kaye IBM on Monday joined a slew of technology companies to announce plans for new investments in the United States, as the Trump administration pressures firms to expand their U.S. manufacturing. The software company, headquartered in Armonk, N.Y., said it would invest $150 billion in the United States over the next five years, including $30 billion to support production of its mainframe and quantum computers. The announcement, framed in part as an effort to fuel the American economy, comes after the chipmaker Nvidia said this month it would invest $500 billion and produce all of its A.I. supercomputers in the United States. “With this investment and manufacturing commitment, we are ensuring that IBM remains the epicenter of the world’s most advanced computing and AI capabilities,” Arvind Krishna, IBM’s chief executive, said in a statement. But whether pledges from IBM and other tech giants fully come to fruition remains to be seen. Investments touted by major firms, including during President Trump’s first term, have at times fallen short of plans described in their announcements. A $10 billion project announced in Wisconsin by the electronics manufacturer Foxconn in 2018 — hailed by Mr. Trump as the “eighth wonder of the world” — fell far short of expectations. The announcements have come steadily since Mr. Trump’s inauguration. Taiwan Semiconductor Manufacturing Company, the world’s largest chip manufacturer, said last month it would spend $100 billion in the United States over the next four years to expand its production capacity and bring its most advanced semiconductor processes to its operations in Arizona. In February, days after Apple’s chief executive met with Mr. Trump, the company said that it planned to spend $500 billion and hire 20,000 people in the United States over the next four years, and open a factory in Texas to make the machines that power the company’s push into artificial intelligence. In January, Mr. Trump announced a joint venture between OpenAI, SoftBank and Oracle to create at least $100 billion in computing infrastructure to power artificial intelligence, an initiative that added to tech companies’ significant investments in U.S. data centers, although the push to form the venture predated his term. The Trump administration has pressured companies to produce more in the United States, with a particular aim at China. Even so, it has spared smartphones, computers, semiconductors and other electronics from tariffs Mr. Trump imposed on Chinese goods as part of his trade war. Danielle Kaye is a Times business reporter and a 2024 David Carr Fellow, a program for journalists early in their careers. Advertisement","trump administration announcement comes trump administration pressures firms expand us manufacturing danielle kaye ibm monday joined slew technology companies announce plans new investments united states trump administration pressures firms expand us manufacturing software company headquartered armonk ny said invest billion united states next five years including billion support production mainframe quantum computers announcement framed part effort fuel american economy comes chipmaker nvidia said month invest billion produce ai supercomputers united states investment manufacturing commitment ensuring ibm remains epicenter world advanced computing ai capabilities arvind krishna ibm chief executive said statement whether pledges ibm tech giants fully come fruition remains seen investments touted major firms including president trump first term times fallen short plans described announcements billion project announced wisconsin electronics manufacturer foxconn hailed mr trump eighth wonder world fell far short expectations announcements come steadily since mr trump inauguration taiwan semiconductor manufacturing company world largest chip manufacturer said last month spend billion united states next four years expand production capacity bring advanced semiconductor processes operations arizona february days apple chief executive met mr trump company said planned spend billion hire people united states next four years open factory texas make machines power company push artificial intelligence january mr trump announced joint venture openai softbank oracle create least billion computing infrastructure power artificial intelligence initiative added tech companies significant investments us data centers although push form venture predated term trump administration pressured companies produce united states particular aim china even spared smartphones computers semiconductors electronics tariffs mr trump imposed chinese goods part trade war danielle kaye times business reporter david carr fellow program journalists early careers"
"Mr. Connolly, of Virginia, said he would not run for re-election. He will also give up his leadership spot on the oversight panel as he faces cancer.",2025-04-28,"The New York Times","Trump Administration Advertisement Supported by Mr. Connolly, of Virginia, said he would not run for re-election. He will also give up his leadership spot on the oversight panel as he faces cancer. By Michael Gold Reporting from Washington Representative Gerald E. Connolly of Virginia, an eight-term Democrat, announced on Monday that he would not seek re-election and would soon relinquish his position as the top Democrat on the House oversight committee, as he faces cancer. Mr. Connolly, 75, announced late last year that he was being treated for cancer of the esophagus but planned to fight the disease while continuing to do his job in Washington, saying he was “very confident of a successful outcome.” In a letter to his constituents on Monday, he said that the disease, “while initially beaten back, has now returned,” prompting his decision to step aside and ultimately retire. Mr. Connolly said he planned to do “everything possible” to finish out what he said would be his final term. “I will be stepping back as ranking member of the Oversight Committee soon,” he wrote. “With no rancor and a full heart, I move into this final chapter full of pride in what we’ve accomplished together over 30 years.” Mr. Connolly’s announcement did not make clear when he may hand over his position, and a spokesman did not immediately respond to a request for comment. The Committee on Oversight and Government Reform is scheduled to hold a crucial hearing on Wednesday about its portion of Republicans’ tax and spending program, which includes changes to federal employees’ benefits and gives them the option to give up civil service protections to make more money. We are having trouble retrieving the article content. Please enable JavaScript in your browser settings. Thank you for your patience while we verify access. If you are in Reader mode please exit and log into your Times account, or subscribe for all of The Times. Thank you for your patience while we verify access. Already a subscriber? Log in. Want all of The Times? Subscribe. Advertisement","trump administration mr connolly virginia said run re election also give leadership spot oversight panel faces cancer michael gold reporting washington representative gerald e connolly virginia eight term democrat announced monday seek re election soon relinquish position top democrat house oversight committee faces cancer mr connolly announced late last year treated cancer esophagus planned fight disease continuing job washington saying confident successful outcome letter constituents monday said disease initially beaten back now returned prompting decision step aside ultimately retire mr connolly said planned everything possible finish said final term stepping back ranking member oversight committee soon wrote rancor full heart move final chapter full pride ve accomplished together years mr connolly announcement make clear may hand position spokesman immediately respond request comment committee oversight government reform scheduled hold crucial hearing wednesday portion republicans tax spending program includes changes federal employees benefits gives option give civil service protections make money"
"The lawsuit seeks to prevent the Trump administration from carrying out operations that disrupt certain civic spaces, particularly those where adults and children congregate together.",2025-04-28,"The New York Times","U.S. Immigration Advertisement Supported by The lawsuit seeks to prevent the Trump administration from carrying out operations that disrupt certain civic spaces, particularly those where adults and children congregate together. By Zach Montague Reporting from Washington A lawsuit challenging the Trump administration’s policy of allowing immigration enforcement agents to act in spaces like schools and houses of worship was filed in Oregon on Monday, seeking to settle a legal debate over whether those areas should be off-limits. The suit, brought by Justice Action Center and Innovation Law Lab, follows efforts by Immigrations and Customs Enforcement to step up deportations, which have so far fallen short of President Trump’s goals. Immigration agents, aided by state and local law enforcement, carried out mass arrests over the weekend that ensnared nearly 800 people in Florida. A growing number of children, including some who were citizens as young as 2, have been removed. It was unclear where the hundreds in Florida were arrested over the four-day operation, though such efforts in communities require substantial planning. The lawsuit asks a federal judge to restore a policy set during the Biden administration that generally prohibits immigration agents from carrying out operations that disrupt civic spaces, particularly ones where adults and children congregate together. The suit also asks the court to nullify a memo from Mr. Trump’s first week in office overturning that policy, arguing that it violates the Religious Freedom Restoration Act and the First Amendment, which guarantees freedom of assembly. The case brings together a diverse coalition of labor organizations, interfaith groups and parishes, with member organizations and constituents in all 50 states. Esther Sung, the legal director of Justice Action Center, said it was bipartisan consensus for decades to avoid conducting deportation and detention operations in places like food banks, vaccination clinics or testing sites, funerals, day cares or disaster relief shelters. We are having trouble retrieving the article content. Please enable JavaScript in your browser settings. Thank you for your patience while we verify access. If you are in Reader mode please exit and log into your Times account, or subscribe for all of The Times. Thank you for your patience while we verify access. Already a subscriber? Log in. Want all of The Times? Subscribe. Advertisement","us immigration lawsuit seeks prevent trump administration carrying operations disrupt certain civic spaces particularly adults children congregate together zach montague reporting washington lawsuit challenging trump administration policy allowing immigration enforcement agents act spaces like schools houses worship filed oregon monday seeking settle legal debate whether areas limits suit brought justice action center innovation law lab follows efforts immigrations customs enforcement step deportations far fallen short president trump goals immigration agents aided state local law enforcement carried mass arrests weekend ensnared nearly people florida growing number children including citizens young removed unclear hundreds florida arrested four day operation though efforts communities require substantial planning lawsuit asks federal judge restore policy set biden administration generally prohibits immigration agents carrying operations disrupt civic spaces particularly ones adults children congregate together suit also asks court nullify memo mr trump first week office overturning policy arguing violates religious freedom restoration act first amendment guarantees freedom assembly case brings together diverse coalition labor organizations interfaith groups parishes member organizations constituents states esther sung legal director justice action center said bipartisan consensus decades avoid conducting deportation detention operations places like food banks vaccination clinics testing sites funerals day cares disaster relief shelters"
"The president directed his administration to compile a list of “sanctuary cities” that do not cooperate with federal enforcement of immigration laws.",2025-04-28,"The New York Times","U.S. Immigration Advertisement Supported by The president directed his administration to compile a list of “sanctuary cities” that do not cooperate with federal enforcement of immigration laws. By Luke Broadwater and Zolan Kanno-Youngs Reporting from Washington President Trump signed three more executive orders on Monday, including one targeting local jurisdictions that the administration says are not cooperating with its aggressive immigration crackdown. One order directs Pam Bondi, the attorney general, and Kristi Noem, the secretary of homeland security, to publish a list of state and local jurisdictions that the Trump administration considers “sanctuary cities,” meaning they limit or refuse to cooperate with federal officials’ efforts to arrest undocumented immigrants. It calls for pursuing “all necessary legal remedies and enforcement measures” against jurisdictions that continue to oppose the administration’s immigration crackdown. A second order instructs the Trump administration to provide legal resources to police officers accused of wrongdoing; review and attempt to modify existing restraints on law enforcement, such as federal consent decrees; provide military equipment to local law enforcement; and use enforcement measures against local officials who “unlawfully prohibiting law enforcement officers from carrying out duties.” Earlier in the day, Karoline Leavitt, the White House press secretary, said the order would “unleash America’s law enforcement to pursue criminals.” A third executive order seeks to enforce existing rules requiring professional truck drivers to be proficient in English. The order requires the Transportation Department to place any driver who cannot speak and read English “out of service.” “Proficiency in English,” Mr. Trump’s order states, “should be a non-negotiable safety requirement for professional drivers.” We are having trouble retrieving the article content. Please enable JavaScript in your browser settings. Thank you for your patience while we verify access. If you are in Reader mode please exit and log into your Times account, or subscribe for all of The Times. Thank you for your patience while we verify access. Already a subscriber? Log in. Want all of The Times? Subscribe. Advertisement","us immigration president directed administration compile list sanctuary cities cooperate federal enforcement immigration laws luke broadwater zolan kanno youngs reporting washington president trump signed three executive orders monday including one targeting local jurisdictions administration says cooperating aggressive immigration crackdown one order directs pam bondi attorney general kristi noem secretary homeland security publish list state local jurisdictions trump administration considers sanctuary cities meaning limit refuse cooperate federal officials efforts arrest undocumented immigrants calls pursuing necessary legal remedies enforcement measures jurisdictions continue oppose administration immigration crackdown second order instructs trump administration provide legal resources police officers accused wrongdoing review attempt modify existing restraints law enforcement federal consent decrees provide military equipment local law enforcement use enforcement measures local officials unlawfully prohibiting law enforcement officers carrying duties earlier day karoline leavitt white house press secretary said order unleash america law enforcement pursue criminals third executive order seeks enforce existing rules requiring professional truck drivers proficient english order requires transportation department place driver speak read english service proficiency english mr trump order states non negotiable safety requirement professional drivers"
"Hundreds of lawyers and other staff members are fleeing the arm of the agency that defends constitutional rights, which appointees intend to reshape to enact President Trump’s agenda.",2025-04-28,"The New York Times","Campus Crackdown Advertisement Supported by Hundreds of lawyers and other staff members are fleeing the arm of the agency that defends constitutional rights, which appointees intend to reshape to enact President Trump’s agenda. By Devlin Barrett Reporting from Washington Hundreds of lawyers and other staff members are leaving the Justice Department’s civil rights division, as veterans of the office say they have been driven out by Trump administration officials who want to drop its traditional work in order to aggressively pursue cases against the Ivy League, other schools and liberal cities. The wave of departures has only accelerated in recent days, as the administration reopened its “deferred resignation program,” which would allow employees to resign but continue to be paid for a period of time. The offer, for those who work in the division, expires on Monday. More than 100 lawyers are expected to take it, on top of a raft of earlier departures, in what would amount to a decimation of the ranks of a crucial part of the Justice Department. “Now, over 100 attorneys decided that they’d rather not do what their job requires them to do, and I think that’s fine,” Harmeet K. Dhillon, the new head of the division, said in an interview with the conservative commentator Glenn Beck over the weekend, welcoming the turnover and making plain the division’s priorities. “We don’t want people in the federal government who feel like it’s their pet project to go persecute” police departments, she said. “The job here is to enforce the federal civil rights laws, not woke ideology.” Traditionally the department has protected the constitutional rights of minority communities and marginalized people, often by monitoring police departments for civil rights violations, protecting the right to vote and fighting housing discrimination. Now, more than a dozen current and former civil rights division lawyers say, the new administration appears intent on not simply modifying the direction of the work, as has been typical during changeovers from a Democratic administration to a Republican one. We are having trouble retrieving the article content. Please enable JavaScript in your browser settings. Thank you for your patience while we verify access. If you are in Reader mode please exit and log into your Times account, or subscribe for all of The Times. Thank you for your patience while we verify access. Already a subscriber? Log in. Want all of The Times? Subscribe. Advertisement","campus crackdown hundreds lawyers staff members fleeing arm agency defends constitutional rights appointees intend reshape enact president trump agenda devlin barrett reporting washington hundreds lawyers staff members leaving justice department civil rights division veterans office say driven trump administration officials want drop traditional work order aggressively pursue cases ivy league schools liberal cities wave departures accelerated recent days administration reopened deferred resignation program allow employees resign continue paid period time offer work division expires monday lawyers expected take top raft earlier departures amount decimation ranks crucial part justice department now attorneys decided d rather job requires think fine harmeet k dhillon new head division said interview conservative commentator glenn beck weekend welcoming turnover making plain division priorities don t want people federal government feel like pet project go persecute police departments said job enforce federal civil rights laws woke ideology traditionally department protected constitutional rights minority communities marginalized people often monitoring police departments civil rights violations protecting right vote fighting housing discrimination now dozen current former civil rights division lawyers say new administration appears intent simply modifying direction work typical changeovers democratic administration republican one"
"Greg Casar, a Texas Democrat and new chairman of the House Progressive Caucus, says his party must adopt economic populism to recapture voters and effectively counter President Trump.",2025-04-28,"The New York Times","Trump Administration  Greg Casar, a Texas Democrat and new chairman of the House Progressive Caucus, says his party must adopt economic populism to recapture voters and effectively counter President Trump. “Workers in this country deserve a big raise,” Representative Greg Casar told union employees in downtown Denver last week.Credit...Daniel Brenner for The New York Times Supported by By Annie Karni Reporting from Thornton, Colo. When he was a 29-year-old on the Austin City Council, Greg Casar led a charge to repeal a ban on camping in the city so that homeless people would not rack up criminal records that could make it harder to find permanent housing. Tent cities sprang up, conservatives protested and residents voted to reinstate the ban. These days, Mr. Casar, 35, is the chairman of the House Progressive Caucus and a rising star in a Democratic Party struggling to find its footing during the second coming of President Trump. He has shifted his emphasis to respond. “We can’t be known as the party of just the most vulnerable people,” Mr. Casar, the bilingual son of Mexican immigrants, said in a recent interview in an Uber en route to a town hall in Thornton, Colo. “This isn’t just about lifting up the poorest people, and that’s where the progressive movement has been.” Mr. Casar’s goal now is winning back the working people who feel as though the Democratic Party is not for them anymore. He said that also means making economic matters, rather than cultural or identity issues, the party’s bread and butter. “I’m shifting and changing,” he said. “On immigration, for example, in 2017, I would say, ‘Immigrant rights are human rights.’ I still believe that, but I’m now saying, ‘We need to make sure that all workers have equal rights.’” He and his team refer to it as Resistance 2.0, and Mr. Casar took it out for a test drive last week. On a school stage here in this city north of Denver, more than 900 miles away from his district, he stood beside a cardboard cutout of a Republican lawmaker whose feet had been replaced with chicken claws. We are having trouble retrieving the article content. Please enable JavaScript in your browser settings. Thank you for your patience while we verify access. If you are in Reader mode please exit and log into your Times account, or subscribe for all of The Times. Thank you for your patience while we verify access. Already a subscriber? Log in. Want all of The Times? Subscribe. Advertisement","trump administration greg casar texas democrat new chairman house progressive caucus says party must adopt economic populism recapture voters effectively counter president trump workers country deserve big raise representative greg casar told union employees downtown denver last weekcredit daniel brenner new york times annie karni reporting thornton colo year old austin city council greg casar led charge repeal ban camping city homeless people rack criminal records make harder find permanent housing tent cities sprang conservatives protested residents voted reinstate ban days mr casar chairman house progressive caucus rising star democratic party struggling find footing second coming president trump shifted emphasis respond can t known party just vulnerable people mr casar bilingual son mexican immigrants said recent interview uber en route town hall thornton colo isn t just lifting poorest people progressive movement mr casar goal now winning back working people feel though democratic party anymore said also means making economic matters rather cultural identity issues party bread butter m shifting changing said immigration example say immigrant rights human rights still believe m now saying need make sure workers equal rights team refer resistance mr casar took test drive last week school stage city north denver miles away district stood beside cardboard cutout republican lawmaker whose feet replaced chicken claws"
"The case is being watched closely by disability rights groups, which warned that arguments by a school district could threaten broader protections for disabled people.",2025-04-28,"The New York Times","Religious Charter School Challenge Advertisement Supported by The case is being watched closely by disability rights groups, which warned that arguments by a school district could threaten broader protections for disabled people. By Abbie VanSickle Reporting from Washington The Supreme Court appeared skeptical on Monday of a Minnesota school district’s argument that students with disabilities must prove their school acted in “bad faith” in failing to provide adequate accommodations in order to prove discrimination. A family who had sued the district, the Osseo Area School District near Minneapolis, argued that federal law required merely that the school display “deliberate indifference,” a lower standard. The two sides had argued in front of lower courts over the legal standard in schools. But in recent court filings, the school district argued that the higher standard could apply broadly to all sorts of disability rights claims under the Rehabilitation Act and the Americans with Disabilities Act. That unnerved some disability rights groups, who warned that if the court accepted the school district’s argument, the higher “bad faith” standard could make it much harder for Americans with disabilities to successfully bring court challenges. The school district’s position led to an unusually tense oral argument, with lawyers for the family and the federal government arguing that the district had improperly shifted its position after the justices had agreed to hear the case. The lawyer for the school district rejected those claims, going so far as to suggest that her opponents were lying, an accusation that prompted a rebuke from one of the justices. The case, A.J.T. v. Osseo Area Schools, No. 24-249, stemmed from a dispute over whether the Minnesota school district provided reasonable accommodations for Ava Tharpe, a teenage girl with severe epilepsy that made it difficult for her to attend school during normal hours. We are having trouble retrieving the article content. Please enable JavaScript in your browser settings. Thank you for your patience while we verify access. If you are in Reader mode please exit and log into your Times account, or subscribe for all of The Times. Thank you for your patience while we verify access. Already a subscriber? Log in. Want all of The Times? Subscribe. Advertisement","religious charter school challenge case watched closely disability rights groups warned arguments school district threaten broader protections disabled people abbie vansickle reporting washington supreme court appeared skeptical monday minnesota school district argument students disabilities must prove school acted bad faith failing provide adequate accommodations order prove discrimination family sued district osseo area school district near minneapolis argued federal law required merely school display deliberate indifference lower standard two sides argued front lower courts legal standard schools recent court filings school district argued higher standard apply broadly sorts disability rights claims rehabilitation act americans disabilities act unnerved disability rights groups warned court accepted school district argument higher bad faith standard make much harder americans disabilities successfully bring court challenges school district position led unusually tense oral argument lawyers family federal government arguing district improperly shifted position justices agreed hear case lawyer school district rejected claims going far suggest opponents lying accusation prompted rebuke one justices case ajt v osseo area schools stemmed dispute whether minnesota school district provided reasonable accommodations ava tharpe teenage girl severe epilepsy made difficult attend school normal hours"
"As part of legislation to pay for President Trump’s domestic agenda, including his immigration crackdown, House Republicans want to impose or increase fees for legal entry into the United States.",2025-04-28,"The New York Times","U.S. Immigration Advertisement Supported by As part of legislation to pay for President Trump’s domestic agenda, including his immigration crackdown, House Republicans want to impose or increase fees for legal entry into the United States. By Michael Gold Reporting from the Capitol  House Republicans are proposing to charge migrants $1,000 to claim asylum, one of a series of new or increased fees on immigrants seeking to gain legal entry into the United States that is part of their effort to curb immigration and pay for the Trump administration’s border crackdown. The fees on immigrants are one of several proposals in legislation released on Monday by the House Judiciary Committee to be included in the major domestic policy bill Republicans are putting together to implement President Trump’s domestic agenda. The application fee would be the first time the United States specifically charged migrants who are seeking asylum, a status meant for people who have been persecuted or fear they will be persecuted in their home country because of their race, religion or nationality. Typically, migrants who claim asylum are released into the United States to wait for court appearances. But a huge backlog in such claims has kept many of those seeking asylum in the country for years, waiting for their cases to be heard. Under the bill, applicants would also pay $100 a year while their application is pending, The bill would also require a $1,000 fee for most immigrants who are paroled into the United States and a $3,500 fee for those sponsoring children — large sums that could make it more difficult for minors who cross the border alone to be released from federal custody and taken in by family members in the United States. Asylum seekers and people under temporary protected status — meant to protect them from being sent back to countries facing conflict or natural disasters — would have to pay a $550 fee when applying for authorization to work. Those fees, likely to be burdensome to many immigrants, would serve as a further deterrent to those considering crossing the border illegally. Such crossings are currently at their lowest level in years. Though the Republicans’ budget blueprint generally calls for slashing taxes and government spending, it provides for increased funding for immigration enforcement, deportations and border security initiatives. The plan being considered by the House Judiciary Committee calls for $45 billion to build and expand immigrant detention centers, $8 billion to hire Immigration and Customs Enforcement staff and $1.25 billion to help the Justice Department immigration judges, their staff and their courts. Portions of many of the new or expanded fees for migrants would be directed toward supporting the new spending. The judiciary panel is set to consider the proposal this week, and several other House committees are also scheduled to meet to lay out their portions of the domestic policy package. Democrats have said they expect those sessions to provide substantial fodder for attacks against Republicans, given that the G.O.P. budget would require major cuts to popular federal programs including Medicaid. Catie Edmondson contributed reporting. Michael Gold covers Congress for The Times, with a focus on immigration policy and congressional oversight. Advertisement","us immigration part legislation pay president trump domestic agenda including immigration crackdown house republicans want impose increase fees legal entry united states michael gold reporting capitol house republicans proposing charge migrants claim asylum one series new increased fees immigrants seeking gain legal entry united states part effort curb immigration pay trump administration border crackdown fees immigrants one several proposals legislation released monday house judiciary committee included major domestic policy bill republicans putting together implement president trump domestic agenda application fee first time united states specifically charged migrants seeking asylum status meant people persecuted fear persecuted home country race religion nationality typically migrants claim asylum released united states wait court appearances huge backlog claims kept many seeking asylum country years waiting cases heard bill applicants also pay year application pending bill also require fee immigrants paroled united states fee sponsoring children large sums make difficult minors cross border alone released federal custody taken family members united states asylum seekers people temporary protected status meant protect sent back countries facing conflict natural disasters pay fee applying authorization work fees likely burdensome many immigrants serve deterrent considering crossing border illegally crossings currently lowest level years though republicans budget blueprint generally calls slashing taxes government spending provides increased funding immigration enforcement deportations border security initiatives plan considered house judiciary committee calls billion build expand immigrant detention centers billion hire immigration customs enforcement staff billion help justice department immigration judges staff courts portions many new expanded fees migrants directed toward supporting new spending judiciary panel set consider proposal week several house committees also scheduled meet lay portions domestic policy package democrats said expect sessions provide substantial fodder attacks republicans given gop budget require major cuts popular federal programs including medicaid catie edmondson contributed reporting"
"Officials in the Upper Midwest warned of possible power outages and closed some schools early as the storms loomed.",2025-04-28,"The New York Times","Advertisement Supported by Officials in the Upper Midwest warned of possible power outages and closed some schools early as the storms loomed. By Jay SenterAnn Hinga Klein and Julie Bosman Jay Senter reported from St. Paul, Minn., Ann Hinga Klein from Des Moines, and Julie Bosman from Chicago. Schools shuttered early and cities warned of probable power outages, as potentially dangerous thunderstorms threatened the Upper Midwest late Monday afternoon. In northeast Iowa, southeast Minnesota and western Wisconsin, residents were bracing for storms that could bring high winds, tornadoes and hail the size of Ping-Pong balls. The Upper Midwest is accustomed to severe weather, but the high level of risk for very large hail and strong tornadoes caused alarm for state and local officials, who activated emergency operations centers and closed nonemergency city buildings. “We always have severe weather, I guess, in Iowa,” said Superintendent Joe Carter of the Algona Community School District, about two hours north of Des Moines. “I think the difference with this one is the threat of really, really strong stuff, such as tornadoes, and with a Category 4 ranking of severity.” Some Moderate High A large area that includes Minneapolis and St. Paul is under a relatively high risk (Level 4 out of 5) for severe weather, according to the National Weather Service’s Storm Prediction Center. At least five school districts across north central Iowa announced early closings on Monday afternoon. The Algona Community School District let out classes at 2 p.m. and canceled afterschool track and golf meets so that buses could get students home throughout the 400-square-mile district before storms descended by early evening. We are having trouble retrieving the article content. Please enable JavaScript in your browser settings. Thank you for your patience while we verify access. If you are in Reader mode please exit and log into your Times account, or subscribe for all of The Times. Thank you for your patience while we verify access. Already a subscriber? Log in. Want all of The Times? Subscribe. Advertisement","officials upper midwest warned possible power outages closed schools early storms loomed jay senterann hinga klein julie bosman paul minn ann hinga klein des moines julie bosman chicago schools shuttered early cities warned probable power outages potentially dangerous thunderstorms threatened upper midwest late monday afternoon northeast iowa southeast minnesota western wisconsin residents bracing storms bring high winds tornadoes hail size ping pong balls upper midwest accustomed severe weather high level risk large hail strong tornadoes caused alarm state local officials activated emergency operations centers closed nonemergency city buildings always severe weather guess iowa said superintendent joe carter algona community school district two hours north des moines think difference one threat really really strong stuff tornadoes category ranking severity moderate high large area includes minneapolis st paul relatively high risk level severe weather according national weather service storm prediction center least five school districts across north central iowa announced early closings monday afternoon algona community school district let classes pm canceled afterschool track golf meets buses get students home throughout square mile district storms descended early evening"
